Glps Ukkada Palya Magadi Road;"""Glps Ukkada Palya Magadi Road"",";;Glps Ukkada Palya Magadi Road;"""Glps Ukkada Palya Magadi Road"","
Bapuji Residential Nursery/Primary School Magadi Road;"""Bapuji Residential Nursery/Primary School Magadi Road"",";;Bapuji Residential Nursery/Primary School Magadi Road;"""Bapuji Residential Nursery/Primary School Magadi Road"","
G H S (Urdu) Munavar Mohalla;"""G H S (Urdu) Munavar Mohalla"",";;G H S (Urdu) Munavar Mohalla;"""G H S (Urdu) Munavar Mohalla"","
Bapuji Memorial Ehs Magadi Road;"""Bapuji Memorial Ehs Magadi Road"",";;Bapuji Memorial Ehs Magadi Road;"""Bapuji Memorial Ehs Magadi Road"","
Ashraya Primary & Hs Ramachandrapura;"""Ashraya Primary & Hs Ramachandrapura"",";;Ashraya Primary & Hs Ramachandrapura;"""Ashraya Primary & Hs Ramachandrapura"","
Little Flower High School;"""Little Flower High School"",";;Little Flower High School;"""Little Flower High School"","
Bapuji Residential High School;"""Bapuji Residential High School"",";;Bapuji Residential High School;"""Bapuji Residential High School"","
Bapuji Pre-Un Iversity College;"""Bapuji Pre-Un Iversity College"",";;Bapuji Pre-Un Iversity College;"""Bapuji Pre-Un Iversity College"","
Chiranthana Hps Sanjay Nagar;"""Chiranthana Hps Sanjay Nagar"",";;Chiranthana Hps Sanjay Nagar;"""Chiranthana Hps Sanjay Nagar"","
Gandhi Vidyalaya Nagashettihal;"""Gandhi Vidyalaya Nagashettihal"",";;Gandhi Vidyalaya Nagashettihal;"""Gandhi Vidyalaya Nagashettihal"","
Guhps Bhoopasandra;"""Guhps Bhoopasandra"",";;Guhps Bhoopasandra;"""Guhps Bhoopasandra"","
Gmps Nagashetti Halli;"""Gmps Nagashetti Halli"",";;Gmps Nagashetti Halli;"""Gmps Nagashetti Halli"","
Marcey Hps Nagashetti Halli;"""Marcey Hps Nagashetti Halli"",";;Marcey Hps Nagashetti Halli;"""Marcey Hps Nagashetti Halli"","
Pavithra Vidyanikethana Ehs R.M.V Ii Stage;"""Pavithra Vidyanikethana Ehs R.M.V Ii Stage"",";;Pavithra Vidyanikethana Ehs R.M.V Ii Stage;"""Pavithra Vidyanikethana Ehs R.M.V Ii Stage"","
Sri Venkateshwara Swamy Hp;"""Sri Venkateshwara Swamy Hp"",";;Sri Venkateshwara Swamy Hp;"""Sri Venkateshwara Swamy Hp"","
Gmps Geddala Halli;"""Gmps Geddala Halli"",";;Gmps Geddala Halli;"""Gmps Geddala Halli"","
Sri Manjunath Eng H P School;"""Sri Manjunath Eng H P School"",";;Sri Manjunath Eng H P School;"""Sri Manjunath Eng H P School"","
Subash Memorial English School;"""Subash Memorial English School"",";;Subash Memorial English School;"""Subash Memorial English School"","
Princeton Pud SchoolNagasheettyh;"""Princeton Pud SchoolNagasheettyh"",";;Princeton Pud SchoolNagasheettyh;"""Princeton Pud SchoolNagasheettyh"","
Millennium Pub SchoolSanjaynagar;"""Millennium Pub SchoolSanjaynagar"",";;Millennium Pub SchoolSanjaynagar;"""Millennium Pub SchoolSanjaynagar"","
Vidyasri Vidya Samsthe Nagasat;"""Vidyasri Vidya Samsthe Nagasat"",";;Vidyasri Vidya Samsthe Nagasat;"""Vidyasri Vidya Samsthe Nagasat"","
Sun Rise Ehps Bhoopasandra;"""Sun Rise Ehps Bhoopasandra"",";;Sun Rise Ehps Bhoopasandra;"""Sun Rise Ehps Bhoopasandra"","
Shiksha Sagar Hp SchoolJalalahal;"""Shiksha Sagar Hp SchoolJalalahal"",";;Shiksha Sagar Hp SchoolJalalahal;"""Shiksha Sagar Hp SchoolJalalahal"","
Sandeepani Niketan English School;"""Sandeepani Niketan English School"",";;Sandeepani Niketan English School;"""Sandeepani Niketan English School"","
Nehru Centenary English School Kanakanagar;"""Nehru Centenary English School Kanakanagar"",";;Nehru Centenary English School Kanakanagar;"""Nehru Centenary English School Kanakanagar"","
Daffodils English School;"""Daffodils English School"",";;Daffodils English School;"""Daffodils English School"","
Florence English School;"""Florence English School"",";;Florence English School;"""Florence English School"","
Gandhi Vidyalaya Kan Pry School;"""Gandhi Vidyalaya Kan Pry School"",";;Gandhi Vidyalaya Kan Pry School;"""Gandhi Vidyalaya Kan Pry School"","
Jawahar Vidya Kendra;"""Jawahar Vidya Kendra"",";;Jawahar Vidya Kendra;"""Jawahar Vidya Kendra"","
Vivek Niketan Sanjaynagara;"""Vivek Niketan Sanjaynagara"",";;Vivek Niketan Sanjaynagara;"""Vivek Niketan Sanjaynagara"","
Rajamahal High School Rmv 2Nd Stg;"""Rajamahal High School Rmv 2Nd Stg"",";;Rajamahal High School Rmv 2Nd Stg;"""Rajamahal High School Rmv 2Nd Stg"","
Sumangali Seva Ashrama G.H.S;"""Sumangali Seva Ashrama G.H.S"",";;Sumangali Seva Ashrama G.H.S;"""Sumangali Seva Ashrama G.H.S"","
Sunshine English School;"""Sunshine English School"",";;Sunshine English School;"""Sunshine English School"","
Shree Lakshmi Narasimha Swamy High School Nagashettihalli;"""Shree Lakshmi Narasimha Swamy High School Nagashettihalli"",";;Shree Lakshmi Narasimha Swamy High School Nagashettihalli;"""Shree Lakshmi Narasimha Swamy High School Nagashettihalli"","
Kuvempu Adarsha Public School;"""Kuvempu Adarsha Public School"",";;Kuvempu Adarsha Public School;"""Kuvempu Adarsha Public School"","
New Florence Public School;"""New Florence Public School"",";;New Florence Public School;"""New Florence Public School"","
Maharshi Savitha Public School;"""Maharshi Savitha Public School"",";;Maharshi Savitha Public School;"""Maharshi Savitha Public School"","
Radha Krishna Public School;"""Radha Krishna Public School"",";;Radha Krishna Public School;"""Radha Krishna Public School"","
Green City Primary School;"""Green City Primary School"",";;Green City Primary School;"""Green City Primary School"","
Brindavan Independent Pu College;"""Brindavan Independent Pu College"",";;Brindavan Independent Pu College;"""Brindavan Independent Pu College"","
M.E.T Indo Pu College;"""M.E.T Indo Pu College"",";;M.E.T Indo Pu College;"""M.E.T Indo Pu College"","
S.Y.A.Pre University College.;"""S.Y.A.Pre University College."",";;S.Y.A.Pre University College.;"""S.Y.A.Pre University College."","
Akai English High School;"""Akai English High School"",";;Akai English High School;"""Akai English High School"","
Daffodils English School(Icse);"""Daffodils English School(Icse)"",";;Daffodils English School(Icse);"""Daffodils English School(Icse)"","
Ghps Railway Colony;"""Ghps Railway Colony"",";;Ghps Railway Colony;"""Ghps Railway Colony"","
Glps Hanumantha Pura;"""Glps Hanumantha Pura"",";;Glps Hanumantha Pura;"""Glps Hanumantha Pura"","
Glps Shastrinagar;"""Glps Shastrinagar"",";;Glps Shastrinagar;"""Glps Shastrinagar"","
Glps Swathantra Nagar;"""Glps Swathantra Nagar"",";;Glps Swathantra Nagar;"""Glps Swathantra Nagar"","
Gmps Jakkarayanakere;"""Gmps Jakkarayanakere"",";;Gmps Jakkarayanakere;"""Gmps Jakkarayanakere"","
Sevashrama Khps Shrirampura;"""Sevashrama Khps Shrirampura"",";;Sevashrama Khps Shrirampura;"""Sevashrama Khps Shrirampura"","
Seva Shrama Hs  Sri Rampuram;"""Seva Shrama Hs  Sri Rampuram"",";;Seva Shrama Hs  Sri Rampuram;"""Seva Shrama Hs  Sri Rampuram"","
Seva Ashram Tlps Srirampura;"""Seva Ashram Tlps Srirampura"",";;Seva Ashram Tlps Srirampura;"""Seva Ashram Tlps Srirampura"","
St.Antonys Ktlps Okalipura;"""St.Antonys Ktlps Okalipura"",";;St.Antonys Ktlps Okalipura;"""St.Antonys Ktlps Okalipura"","
St Philomena'S Eng School;"""St Philomena'S Eng School"",";;St Philomena'S Eng School;"""St Philomena'S Eng School"","
St.Philomenas Khps Railway Colony;"""St.Philomenas Khps Railway Colony"",";;St.Philomenas Khps Railway Colony;"""St.Philomenas Khps Railway Colony"","
Kendriya Vidyalaya M J R Colon;"""Kendriya Vidyalaya M J R Colon"",";;Kendriya Vidyalaya M J R Colon;"""Kendriya Vidyalaya M J R Colon"","
St.Philomenas Ehs Railway Colony;"""St.Philomenas Ehs Railway Colony"",";;St.Philomenas Ehs Railway Colony;"""St.Philomenas Ehs Railway Colony"","
Pavan Composite Pu College;"""Pavan Composite Pu College"",";;Pavan Composite Pu College;"""Pavan Composite Pu College"","
Sri Vani Public School;"""Sri Vani Public School"",";;Sri Vani Public School;"""Sri Vani Public School"","
Saraswathi Vidyanikethan Hps M;"""Saraswathi Vidyanikethan Hps M"",";;Saraswathi Vidyanikethan Hps M;"""Saraswathi Vidyanikethan Hps M"","
Citizen Ehps Subramarya Nagar;"""Citizen Ehps Subramarya Nagar"",";;Citizen Ehps Subramarya Nagar;"""Citizen Ehps Subramarya Nagar"","
St Tomas Eng Hps;"""St Tomas Eng Hps"",";;St Tomas Eng Hps;"""St Tomas Eng Hps"","
Mithra H S 2Nd Stage Subrama;"""Mithra H S 2Nd Stage Subrama"",";;Mithra H S 2Nd Stage Subrama;"""Mithra H S 2Nd Stage Subrama"","
Vivekananada High School Rajaji ;"""Vivekananada High School Rajaji "",";;Vivekananada High School Rajaji ;"""Vivekananada High School Rajaji "","
S V N High School Maruthi Exten;"""S V N High School Maruthi Exten"",";;S V N High School Maruthi Exten;"""S V N High School Maruthi Exten"","
Deepa Academy For Differently Abeled;"""Deepa Academy For Differently Abeled"",";;Deepa Academy For Differently Abeled;"""Deepa Academy For Differently Abeled"","
The Brigade School;"""The Brigade School"",";;The Brigade School;"""The Brigade School"","
Andra Telugu Hps Jalahalli;"""Andra Telugu Hps Jalahalli"",";;Andra Telugu Hps Jalahalli;"""Andra Telugu Hps Jalahalli"","
Gthps Peenya Plantation;"""Gthps Peenya Plantation"",";;Gthps Peenya Plantation;"""Gthps Peenya Plantation"","
Hmt Kannada Higher Primary School;"""Hmt Kannada Higher Primary School"",";;Hmt Kannada Higher Primary School;"""Hmt Kannada Higher Primary School"","
St Clares Eng SchoolJalahalli;"""St Clares Eng SchoolJalahalli"",";;St Clares Eng SchoolJalahalli;"""St Clares Eng SchoolJalahalli"","
Glps Kathanagar;"""Glps Kathanagar"",";;Glps Kathanagar;"""Glps Kathanagar"","
Hmt School Hmt Po;"""Hmt School Hmt Po"",";;Hmt School Hmt Po;"""Hmt School Hmt Po"","
Vidya Soudha Public School;"""Vidya Soudha Public School"",";;Vidya Soudha Public School;"""Vidya Soudha Public School"","
National Public School;"""National Public School"",";;National Public School;"""National Public School"","
Orchids The International School;"""Orchids The International School"",";;Orchids The International School;"""Orchids The International School"","
Ghps (Boys) School Sri Rampura;"""Ghps (Boys) School Sri Rampura"",";;Ghps (Boys) School Sri Rampura;"""Ghps (Boys) School Sri Rampura"","
Ghps (Girls) School Sri Rampur;"""Ghps (Girls) School Sri Rampur"",";;Ghps (Girls) School Sri Rampur;"""Ghps (Girls) School Sri Rampur"","
Glps Tamil Q Blk Sri Rampuram;"""Glps Tamil Q Blk Sri Rampuram"",";;Glps Tamil Q Blk Sri Rampuram;"""Glps Tamil Q Blk Sri Rampuram"","
Gandhi Vidya Shala Sri Rampura;"""Gandhi Vidya Shala Sri Rampura"",";;Gandhi Vidya Shala Sri Rampura;"""Gandhi Vidya Shala Sri Rampura"","
Sathya Edu Society Basham Naga;"""Sathya Edu Society Basham Naga"",";;Sathya Edu Society Basham Naga;"""Sathya Edu Society Basham Naga"","
Sri Sandeepani Vidya Bhavan;"""Sri Sandeepani Vidya Bhavan"",";;Sri Sandeepani Vidya Bhavan;"""Sri Sandeepani Vidya Bhavan"","
New Type Middle SchoolGandhi Vid;"""New Type Middle SchoolGandhi Vid"",";;New Type Middle SchoolGandhi Vid;"""New Type Middle SchoolGandhi Vid"","
Lakshmi  Jayam Eng Hps Ln Pura;"""Lakshmi  Jayam Eng Hps Ln Pura"",";;Lakshmi  Jayam Eng Hps Ln Pura;"""Lakshmi  Jayam Eng Hps Ln Pura"","
Elight Eng Hps Sri Rampuram;"""Elight Eng Hps Sri Rampuram"",";;Elight Eng Hps Sri Rampuram;"""Elight Eng Hps Sri Rampuram"","
Read Welll Convent;"""Read Welll Convent"",";;Read Welll Convent;"""Read Welll Convent"","
Bapuji Memorial Ehps Magadi Road;"""Bapuji Memorial Ehps Magadi Road"",";;Bapuji Memorial Ehps Magadi Road;"""Bapuji Memorial Ehps Magadi Road"","
Morning Star English School Ramachandrapura;"""Morning Star English School Ramachandrapura"",";;Morning Star English School Ramachandrapura;"""Morning Star English School Ramachandrapura"","
Sri Sai Sandra Ehps ;"""Sri Sai Sandra Ehps "",";;Sri Sai Sandra Ehps ;"""Sri Sai Sandra Ehps "","
G P U Collage Srirampuram 7Th Main;"""G P U Collage Srirampuram 7Th Main"",";;G P U Collage Srirampuram 7Th Main;"""G P U Collage Srirampuram 7Th Main"","
R Gopal Swami Iyer H S 9Th Main;"""R Gopal Swami Iyer H S 9Th Main"",";;R Gopal Swami Iyer H S 9Th Main;"""R Gopal Swami Iyer H S 9Th Main"","
Sathya Ehs L.N.Puram;"""Sathya Ehs L.N.Puram"",";;Sathya Ehs L.N.Puram;"""Sathya Ehs L.N.Puram"","
Sri Sandeepani Vidya Bhavan Ehs;"""Sri Sandeepani Vidya Bhavan Ehs"",";;Sri Sandeepani Vidya Bhavan Ehs;"""Sri Sandeepani Vidya Bhavan Ehs"","
Gandhi Vidya Shala High School;"""Gandhi Vidya Shala High School"",";;Gandhi Vidya Shala High School;"""Gandhi Vidya Shala High School"","
Ravi Nursery And Primary School;"""Ravi Nursery And Primary School"",";;Ravi Nursery And Primary School;"""Ravi Nursery And Primary School"","
Ghps Vyayamashale Yeshavanthp;"""Ghps Vyayamashale Yeshavanthp"",";;Ghps Vyayamashale Yeshavanthp;"""Ghps Vyayamashale Yeshavanthp"","
Gulps M K Nagar;"""Gulps M K Nagar"",";;Gulps M K Nagar;"""Gulps M K Nagar"","
Ananda Social And Education Society High School Yashwantapura;"""Ananda Social And Education Society High School Yashwantapura"",";;Ananda Social And Education Society High School Yashwantapura;"""Ananda Social And Education Society High School Yashwantapura"","
Sri Deenadayal Khps Yashwantapura;"""Sri Deenadayal Khps Yashwantapura"",";;Sri Deenadayal Khps Yashwantapura;"""Sri Deenadayal Khps Yashwantapura"","
Tamil Aided Hps Yeshwanthpur;"""Tamil Aided Hps Yeshwanthpur"",";;Tamil Aided Hps Yeshwanthpur;"""Tamil Aided Hps Yeshwanthpur"","
Children Edu Centre Yeshavanth;"""Children Edu Centre Yeshavanth"",";;Children Edu Centre Yeshavanth;"""Children Edu Centre Yeshavanth"","
Divine English Hs Yashwantapura;"""Divine English Hs Yashwantapura"",";;Divine English Hs Yashwantapura;"""Divine English Hs Yashwantapura"","
L.C.R English School Yashwantapura;"""L.C.R English School Yashwantapura"",";;L.C.R English School Yashwantapura;"""L.C.R English School Yashwantapura"","
Matha English School Yashwantapura;"""Matha English School Yashwantapura"",";;Matha English School Yashwantapura;"""Matha English School Yashwantapura"","
P R Public  SchoolM K Nagar;"""P R Public  SchoolM K Nagar"",";;P R Public  SchoolM K Nagar;"""P R Public  SchoolM K Nagar"","
St Antony SchoolMathikere;"""St Antony SchoolMathikere"",";;St Antony SchoolMathikere;"""St Antony SchoolMathikere"","
St Lourdes Eng SchoolMathikere;"""St Lourdes Eng SchoolMathikere"",";;St Lourdes Eng SchoolMathikere;"""St Lourdes Eng SchoolMathikere"","
Gmps Santhebeedi Yeshvanthpura;"""Gmps Santhebeedi Yeshvanthpura"",";;Gmps Santhebeedi Yeshvanthpura;"""Gmps Santhebeedi Yeshvanthpura"","
Rajarajeshwari Ehps Yeshvanthp;"""Rajarajeshwari Ehps Yeshvanthp"",";;Rajarajeshwari Ehps Yeshvanthp;"""Rajarajeshwari Ehps Yeshvanthp"","
G  H S Santebeedhi Yesh;"""G  H S Santebeedhi Yesh"",";;G  H S Santebeedhi Yesh;"""G  H S Santebeedhi Yesh"","
Sri Veena Sharada Hs Yashwantapura;"""Sri Veena Sharada Hs Yashwantapura"",";;Sri Veena Sharada Hs Yashwantapura;"""Sri Veena Sharada Hs Yashwantapura"","
St Lourdes Hs Mathikere;"""St Lourdes Hs Mathikere"",";;St Lourdes Hs Mathikere;"""St Lourdes Hs Mathikere"","
Divine English School Yashwantapura;"""Divine English School Yashwantapura"",";;Divine English School Yashwantapura;"""Divine English School Yashwantapura"","
Immanual Hps;"""Immanual Hps"",";;Immanual Hps;"""Immanual Hps"","
Bbmp Girls High School;"""Bbmp Girls High School"",";;Bbmp Girls High School;"""Bbmp Girls High School"","
Ananda Samajika Shaikshanika Khps Yeshwantapura;"""Ananda Samajika Shaikshanika Khps Yeshwantapura"",";;Ananda Samajika Shaikshanika Khps Yeshwantapura;"""Ananda Samajika Shaikshanika Khps Yeshwantapura"","
St Angles School;"""St Angles School"",";;St Angles School;"""St Angles School"","
Srinidhi Vidyanikethan;"""Srinidhi Vidyanikethan"",";;Srinidhi Vidyanikethan;"""Srinidhi Vidyanikethan"","
Cm National Composite Pu College;"""Cm National Composite Pu College"",";;Cm National Composite Pu College;"""Cm National Composite Pu College"","
Ananda Composite Junior College;"""Ananda Composite Junior College"",";;Ananda Composite Junior College;"""Ananda Composite Junior College"","
Divine Pu College;"""Divine Pu College"",";;Divine Pu College;"""Divine Pu College"","
Sri Vidya Niketan School;"""Sri Vidya Niketan School"",";;Sri Vidya Niketan School;"""Sri Vidya Niketan School"","
National English Hps Mohan Kumar Nagara;"""National English Hps Mohan Kumar Nagara"",";;National English Hps Mohan Kumar Nagara;"""National English Hps Mohan Kumar Nagara"","
Sri Chaitanya Techno School;"""Sri Chaitanya Techno School"",";;Sri Chaitanya Techno School;"""Sri Chaitanya Techno School"","
Sri Vidya Pu College;"""Sri Vidya Pu College"",";;Sri Vidya Pu College;"""Sri Vidya Pu College"","
G.K Naidu Public School Yashwantapura;"""G.K Naidu Public School Yashwantapura"",";;G.K Naidu Public School Yashwantapura;"""G.K Naidu Public School Yashwantapura"","
Modern Eng School Maruthi Ext;"""Modern Eng School Maruthi Ext"",";;Modern Eng School Maruthi Ext;"""Modern Eng School Maruthi Ext"","
Sevasamaj Hps Rajajinagar;"""Sevasamaj Hps Rajajinagar"",";;Sevasamaj Hps Rajajinagar;"""Sevasamaj Hps Rajajinagar"","
Indian Preparatory School;"""Indian Preparatory School"",";;Indian Preparatory School;"""Indian Preparatory School"","
East West English School Rajajinagara;"""East West English School Rajajinagara"",";;East West English School Rajajinagara;"""East West English School Rajajinagara"","
Sri Vani Ehs Rajajinagara;"""Sri Vani Ehs Rajajinagara"",";;Sri Vani Ehs Rajajinagara;"""Sri Vani Ehs Rajajinagara"","
Vivekananda Ehps Rajajinagar;"""Vivekananda Ehps Rajajinagar"",";;Vivekananda Ehps Rajajinagar;"""Vivekananda Ehps Rajajinagar"","
Sarvodaya High School Sriramp;"""Sarvodaya High School Sriramp"",";;Sarvodaya High School Sriramp;"""Sarvodaya High School Sriramp"","
Nirmal High School Srirampura;"""Nirmal High School Srirampura"",";;Nirmal High School Srirampura;"""Nirmal High School Srirampura"","
Bbmp Boys-Girls High School Dayananda Nagara;"""Bbmp Boys-Girls High School Dayananda Nagara"",";;Bbmp Boys-Girls High School Dayananda Nagara;"""Bbmp Boys-Girls High School Dayananda Nagara"","
Nagasena Hps Sadashivanagar;"""Nagasena Hps Sadashivanagar"",";;Nagasena Hps Sadashivanagar;"""Nagasena Hps Sadashivanagar"","
Poorna Pragna Hps Sadashivanag;"""Poorna Pragna Hps Sadashivanag"",";;Poorna Pragna Hps Sadashivanag;"""Poorna Pragna Hps Sadashivanag"","
Ghps Aramane Nagar;"""Ghps Aramane Nagar"",";;Ghps Aramane Nagar;"""Ghps Aramane Nagar"","
Guhps Aramane Nagar;"""Guhps Aramane Nagar"",";;Guhps Aramane Nagar;"""Guhps Aramane Nagar"","
Vidya Dayinee Education Society Rajamahal;"""Vidya Dayinee Education Society Rajamahal"",";;Vidya Dayinee Education Society Rajamahal;"""Vidya Dayinee Education Society Rajamahal"","
Ghs Palace Guttahalli;"""Ghs Palace Guttahalli"",";;Ghs Palace Guttahalli;"""Ghs Palace Guttahalli"","
Poornaprajna High School ;"""Poornaprajna High School "",";;Poornaprajna High School ;"""Poornaprajna High School "","
Msv Hs Malleshwaram;"""Msv Hs Malleshwaram"",";;Msv Hs Malleshwaram;"""Msv Hs Malleshwaram"","
A.U School;"""A.U School"",";;A.U School;"""A.U School"","
Mother Land English  School;"""Mother Land English  School"",";;Mother Land English  School;"""Mother Land English  School"","
Jeevana Jyothi Vidyalaya Hs;"""Jeevana Jyothi Vidyalaya Hs"",";;Jeevana Jyothi Vidyalaya Hs;"""Jeevana Jyothi Vidyalaya Hs"","
Kendriya Vidyala Hebbal;"""Kendriya Vidyala Hebbal"",";;Kendriya Vidyala Hebbal;"""Kendriya Vidyala Hebbal"","
Shama Vidya Shala  High School;"""Shama Vidya Shala  High School"",";;Shama Vidya Shala  High School;"""Shama Vidya Shala  High School"","
Jasmint School,Kaveri Nagar;"""Jasmint School,Kaveri Nagar"",";;Jasmint School,Kaveri Nagar;"""Jasmint School,Kaveri Nagar"","
Divyashanthi;"""Divyashanthi"",";;Divyashanthi;"""Divyashanthi"","
Florence Ps & Hs Subbaiahna Palya;"""Florence Ps & Hs Subbaiahna Palya"",";;Florence Ps & Hs Subbaiahna Palya;"""Florence Ps & Hs Subbaiahna Palya"","
Ghps Lingarajapura;"""Ghps Lingarajapura"",";;Ghps Lingarajapura;"""Ghps Lingarajapura"","
Ghps Subbaiahna Palya;"""Ghps Subbaiahna Palya"",";;Ghps Subbaiahna Palya;"""Ghps Subbaiahna Palya"","
Glps Lingarajapura;"""Glps Lingarajapura"",";;Glps Lingarajapura;"""Glps Lingarajapura"","
Madrasi Rahamania Lps;"""Madrasi Rahamania Lps"",";;Madrasi Rahamania Lps;"""Madrasi Rahamania Lps"","
Maruthi K And T Hps;"""Maruthi K And T Hps"",";;Maruthi K And T Hps;"""Maruthi K And T Hps"","
Priyadharshini;"""Priyadharshini"",";;Priyadharshini;"""Priyadharshini"","
Jayalakshmi Higher P S Subbaia;"""Jayalakshmi Higher P S Subbaia"",";;Jayalakshmi Higher P S Subbaia;"""Jayalakshmi Higher P S Subbaia"","
Glps Ramaswamy Palya ;"""Glps Ramaswamy Palya "",";;Glps Ramaswamy Palya ;"""Glps Ramaswamy Palya "","
Bethany Kannada  English Ps;"""Bethany Kannada  English Ps"",";;Bethany Kannada  English Ps;"""Bethany Kannada  English Ps"","
Shalini  English Hps & Hs;"""Shalini  English Hps & Hs"",";;Shalini  English Hps & Hs;"""Shalini  English Hps & Hs"","
Pauls English Hps & Hs;"""Pauls English Hps & Hs"",";;Pauls English Hps & Hs;"""Pauls English Hps & Hs"","
Infant Jesus School;"""Infant Jesus School"",";;Infant Jesus School;"""Infant Jesus School"","
Mariam Nilaya Banasawadi (Hps);"""Mariam Nilaya Banasawadi (Hps)"",";;Mariam Nilaya Banasawadi (Hps);"""Mariam Nilaya Banasawadi (Hps)"","
Maxwell Public School;"""Maxwell Public School"",";;Maxwell Public School;"""Maxwell Public School"","
Gem English Hps & Hs;"""Gem English Hps & Hs"",";;Gem English Hps & Hs;"""Gem English Hps & Hs"","
St. Charles Kannada High School;"""St. Charles Kannada High School"",";;St. Charles Kannada High School;"""St. Charles Kannada High School"","
Gulps Saitpalya;"""Gulps Saitpalya"",";;Gulps Saitpalya;"""Gulps Saitpalya"","
St.Paul Hps & Hs ;"""St.Paul Hps & Hs "",";;St.Paul Hps & Hs ;"""St.Paul Hps & Hs "","
Siddartha Composit Pu College;"""Siddartha Composit Pu College"",";;Siddartha Composit Pu College;"""Siddartha Composit Pu College"","
St Anthony Public School,Arabic College Post Lingarajapura;"""St Anthony Public School,Arabic College Post Lingarajapura"",";;St Anthony Public School,Arabic College Post Lingarajapura;"""St Anthony Public School,Arabic College Post Lingarajapura"","
St Francis Education Society,Lingarajapura;"""St Francis Education Society,Lingarajapura"",";;St Francis Education Society,Lingarajapura;"""St Francis Education Society,Lingarajapura"","
Christa Krupa School;"""Christa Krupa School"",";;Christa Krupa School;"""Christa Krupa School"","
New Blossom English School;"""New Blossom English School"",";;New Blossom English School;"""New Blossom English School"","
J S S Public School H B R Lay Out;"""J S S Public School H B R Lay Out"",";;J S S Public School H B R Lay Out;"""J S S Public School H B R Lay Out"","
S J R Public School H B R Layout;"""S J R Public School H B R Layout"",";;S J R Public School H B R Layout;"""S J R Public School H B R Layout"","
M N Fair Heaven School Yaseennagar;"""M N Fair Heaven School Yaseennagar"",";;M N Fair Heaven School Yaseennagar;"""M N Fair Heaven School Yaseennagar"","
Gkmps K G Halli;"""Gkmps K G Halli"",";;Gkmps K G Halli;"""Gkmps K G Halli"","
Gklps Kariyannana Palya;"""Gklps Kariyannana Palya"",";;Gklps Kariyannana Palya;"""Gklps Kariyannana Palya"","
Glps Venkateshpura;"""Glps Venkateshpura"",";;Glps Venkateshpura;"""Glps Venkateshpura"","
Guhps Gandhinagar;"""Guhps Gandhinagar"",";;Guhps Gandhinagar;"""Guhps Gandhinagar"","
Gulps (Sabjan) Yasin Nagar;"""Gulps (Sabjan) Yasin Nagar"",";;Gulps (Sabjan) Yasin Nagar;"""Gulps (Sabjan) Yasin Nagar"","
Gumpbs K G Halli;"""Gumpbs K G Halli"",";;Gumpbs K G Halli;"""Gumpbs K G Halli"","
Guhps Venkateshpura;"""Guhps Venkateshpura"",";;Guhps Venkateshpura;"""Guhps Venkateshpura"","
Indira Memorial English School;"""Indira Memorial English School"",";;Indira Memorial English School;"""Indira Memorial English School"","
Lawrence Hps & Hs K G Halli;"""Lawrence Hps & Hs K G Halli"",";;Lawrence Hps & Hs K G Halli;"""Lawrence Hps & Hs K G Halli"","
Merry Mount School V Puram;"""Merry Mount School V Puram"",";;Merry Mount School V Puram;"""Merry Mount School V Puram"","
Pine Hall Eng Hps & Hs;"""Pine Hall Eng Hps & Hs"",";;Pine Hall Eng Hps & Hs;"""Pine Hall Eng Hps & Hs"","
Veneeth Kan Hps;"""Veneeth Kan Hps"",";;Veneeth Kan Hps;"""Veneeth Kan Hps"","
Florid Eng Hps & Hs;"""Florid Eng Hps & Hs"",";;Florid Eng Hps & Hs;"""Florid Eng Hps & Hs"","
Bangalore Little Eng Hps;"""Bangalore Little Eng Hps"",";;Bangalore Little Eng Hps;"""Bangalore Little Eng Hps"","
Soverign Hps K G Halli;"""Soverign Hps K G Halli"",";;Soverign Hps K G Halli;"""Soverign Hps K G Halli"","
Al Farooq Urdu Hps K G Halli;"""Al Farooq Urdu Hps K G Halli"",";;Al Farooq Urdu Hps K G Halli;"""Al Farooq Urdu Hps K G Halli"","
Guhps Shampur Road Ashrfeeyanagar;"""Guhps Shampur Road Ashrfeeyanagar"",";;Guhps Shampur Road Ashrfeeyanagar;"""Guhps Shampur Road Ashrfeeyanagar"","
Hbst English Nursery & Pre Sch;"""Hbst English Nursery & Pre Sch"",";;Hbst English Nursery & Pre Sch;"""Hbst English Nursery & Pre Sch"","
Gem English Hps & Hs;"""Gem English Hps & Hs"",";;Gem English Hps & Hs;"""Gem English Hps & Hs"","
New Royal English School K G H;"""New Royal English School K G H"",";;New Royal English School K G H;"""New Royal English School K G H"","
Manhill English School;"""Manhill English School"",";;Manhill English School;"""Manhill English School"","
Parijatha Primary School;"""Parijatha Primary School"",";;Parijatha Primary School;"""Parijatha Primary School"","
Siddartha Kar Pry School;"""Siddartha Kar Pry School"",";;Siddartha Kar Pry School;"""Siddartha Kar Pry School"","
Sicon City School;"""Sicon City School"",";;Sicon City School;"""Sicon City School"","
Dawn Eng SchoolK G Halli;"""Dawn Eng SchoolK G Halli"",";;Dawn Eng SchoolK G Halli;"""Dawn Eng SchoolK G Halli"","
Gandi Memorial Np Sch;"""Gandi Memorial Np Sch"",";;Gandi Memorial Np Sch;"""Gandi Memorial Np Sch"","
